track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,album,release_type,release_date,explicit,artists,target_popularity,days_since_release,num_artists,has_features,num_words_in_title,num_words_in_album,num_hit_words_track,num_flop_words_track,num_hit_words_album,num_flop_words_album
Bring Em Out,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579,216707,4,46.99801,10,Urban Legend,album,2004-11-28,False,T.I.,1,7074,1,False,3,2,0,0,0,0
O Christmas Tree,0.222,0.238,5,-11.845,1,0.0402,0.93,0.839,0.109,0.177,70.78,178107,3,57.59246,10,Cello Christmas,album,2009-12-01,False,Michelle Beauchesne,0,5245,1,False,3,2,0,1,1,1
What Would You Do?,0.753,0.41,4,-7.903,1,0.0706,0.798,0.0,0.183,0.671,124.986,227933,4,28.92796,9,Body Kiss,album,2003-01-01,False,The Isley Brothers&&Ronald Isley,0,7771,2,True,4,2,0,0,0,0
Don't Ask Me How I Know,0.529,0.724,2,-4.798,1,0.0306,0.00579,0.0,0.261,0.472,83.98,255373,4,47.5388,10,Man Like Me,album,2005-01-01,False,Bobby Pinson,0,7040,1,False,6,3,2,2,2,0
Sour Girl,0.394,0.663,0,-6.619,1,0.0295,0.0769,0.00644,0.239,0.737,207.575,256253,4,52.52144,13,No. 4,album,1999-01-01,False,Stone Temple Pilots,1,9232,1,False,2,2,1,1,0,0
Disturbia,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627,4,48.23266,11,Good Girl Gone Bad: Reloaded,album,2008-06-02,False,Rihanna,1,5792,1,False,1,5,0,0,3,2
Leave (Get Out),0.491,0.73,2,-4.399,0,0.0432,0.039,0.0,0.112,0.461,87.098,239560,4,16.03138,7,JoJo (2018),album,2018-12-21,False,JoJo,1,1938,1,False,3,2,0,0,0,0
I Can Feel a Hot One,0.552,0.299,8,-11.372,1,0.0315,0.485,0.0,0.113,0.0608,124.273,259347,4,30.6124,13,Mean Everything To Nothing,album,2009-04-21,False,Manchester Orchestra,0,5469,1,False,6,4,2,1,0,0
Bouncin' Back (Bumpin' Me Against The Wall),0.883,0.896,0,-3.695,1,0.208,0.268,1.04e-06,0.0564,0.748,93.928,259547,4,34.8837,14,Tarantula,album,2001-12-18,False,Mystikal&&Pharrell Williams,0,8150,2,True,7,1,0,0,0,0
Dance Tonight,0.787,0.425,10,-5.692,0,0.0641,0.00637,0.00169,0.196,0.711,99.225,221280,4,72.05725,8,Lucy Pearl,album,2000-05-23,False,Lucy Pearl,1,8724,1,False,2,2,2,1,0,0
Entourage,0.831,0.79,5,-1.578,0,0.039,0.0404,0.0,0.122,0.937,106.491,235067,4,22.31721,12,21,album,2006-12-26,False,Omarion,0,6316,1,False,1,1,0,0,0,0
Get Low,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,334067,4,29.82199,13,Kings Of Crunk,album,2002-10-29,False,Lil Jon & The East Side Boyz&&Ying Yang Twins,1,7835,2,True,2,3,0,0,0,0
La Crète,0.7,0.503,0,-7.394,0,0.264,0.784,0.0,0.543,0.491,136.797,195707,4,22.5337,11,Anawah,album,2007-01-01,False,Mon Cote Punk&&Mell,0,6310,2,True,2,1,1,1,0,0
Don't Let Go,0.38,0.879,3,-4.224,0,0.0932,0.00285,0.0,0.341,0.456,149.751,183344,4,40.28183,9,Archetypes and Repetition,album,2007-01-01,False,Deepfield,1,6310,1,False,3,3,2,2,0,0
Take Me There,0.499,0.857,4,-4.501,1,0.0374,0.00476,0.0,0.102,0.324,83.977,266587,4,19.44069,12,Still Feels Good,album,2007-01-01,False,Rascal Flatts,0,6310,1,False,3,3,0,0,1,1
Deep Water,0.709,0.0741,6,-16.567,1,0.0349,0.987,0.0251,0.122,0.383,91.311,90880,4,7.9103,3,Third,album,2008-01-01,False,Portishead,1,5945,1,False,2,1,0,0,0,0
Breathless,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,207507,4,21.61609,9,In Blue,album,2000-07-17,False,The Corrs,1,8669,1,False,1,2,0,0,1,0
Dark Sundae in Triplicane,0.525,0.55,4,-10.305,1,0.0606,0.253,0.896,0.0911,0.767,179.773,410893,4,27.20592,13,Electric Ganesha Land,album,2006-01-01,False,Prasanna,0,6675,1,False,4,3,0,0,0,1
Crybaby,0.583,0.578,2,-5.183,0,0.0499,0.217,0.0,0.106,0.624,79.088,319107,4,46.57803,16,Rainbow,album,1999-11-02,False,Mariah Carey&&Snoop Dogg,0,8927,2,True,1,1,0,0,0,0
Can't Nobody,0.797,0.791,6,-6.134,1,0.177,0.0311,0.0239,0.139,0.964,97.373,244133,4,25.99022,13,Simply Deep,album,2002-10-22,False,Kelly Rowland,0,7842,1,False,2,2,0,0,0,0
Chalk Line,0.623,0.422,9,-8.954,0,0.0289,0.545,0.0,0.134,0.459,132.543,258960,4,71.00427,12,Punk Goes Acoustic,album,2004-04-20,False,Strike Anywhere,0,7296,1,False,2,3,0,0,0,2
Only God Knows Why,0.628,0.749,4,-5.18,1,0.03,0.0569,0.00204,0.134,0.31,129.2,327667,4,35.37617,17,Devil Without a Cause,album,1998-01-01,False,Kid Rock,1,9597,1,False,4,4,1,1,0,0
Why You Wanna,0.802,0.772,1,-4.893,0,0.192,0.358,0.0,0.0603,0.654,96.046,215000,4,38.21481,11,King,album,2006-03-26,False,T.I.,1,6591,1,False,3,1,1,0,0,0
Mrs. Officer,0.92,0.553,6,-5.068,1,0.189,0.237,0.0,0.0767,0.947,112.021,286907,5,31.84561,13,Tha Carter III,album,2008-06-10,False,Lil Wayne&&Bobby V.&&Kidd Kidd,1,5784,3,True,2,3,0,0,1,0
Legion,0.164,0.996,2,-10.13,1,0.0666,0.00101,0.662,0.161,0.0398,86.987,351587,4,62.97633,16,Thrash 'til Death 86-87,album,2000-01-30,False,Slaughter Lord,0,8838,1,False,1,4,0,0,0,2
E.I.,0.834,0.481,2,-7.824,0,0.188,0.0732,0.0,0.0934,0.406,89.849,285907,4,40.38305,12,Country Grammar,album,2000-06-27,False,Nelly,1,8689,1,False,1,2,0,0,1,1
What About Us?,0.524,0.732,10,-1.595,0,0.355,0.257,0.0,0.439,0.736,185.932,250067,4,29.0106,11,Full Moon,album,2002-02-25,False,Brandy,0,8081,1,False,3,2,0,0,0,0
Greece 2000,0.771,0.627,1,-13.08,0,0.0638,0.00219,0.905,0.0867,0.587,131.987,483718,4,41.01174,14,"A State Of Trance Classics, Vol.1",compilation,2006-01-01,False,Three Drives On A Vinyl,0,6675,1,False,2,6,0,0,1,2
When Cannons Fade,0.414,0.822,1,-7.785,1,0.0423,1.98e-06,0.898,0.072,0.416,141.939,327427,4,94.75395,10,Those Once Loyal,album,2005-11-11,False,Bolt Thrower,0,6726,1,False,3,3,0,0,0,0
No More Rain (In This Cloud),0.698,0.662,10,-7.997,1,0.087,0.564,1.38e-06,0.0875,0.81,141.639,283701,4,53.61877,13,Black Diamond (Deluxe Edition),album,1999-09-27,False,Angie Stone,1,8963,1,False,6,4,1,1,3,3
Bestial Invasion,0.353,0.994,2,-2.8,1,0.079,1.38e-06,0.682,0.268,0.549,178.078,277747,4,40.62112,15,Thrash Anthems,album,2007-01-01,False,Destruction,0,6310,1,False,2,2,0,0,0,2
My Little Girl,0.457,0.636,0,-3.41,1,0.0262,0.351,7.01e-06,0.111,0.238,144.686,218560,4,41.95288,11,McGRAW (The Ultimate Collection),compilation,2016-10-21,False,Tim McGraw,1,2729,1,False,3,4,2,2,2,1
True,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938,203546,4,38.9938,10,Take It All Away (U.S. Version),album,2004-06-08,False,Ryan Cabrera,1,7247,1,False,1,6,0,0,1,1
Perfect,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,4,71.92594,9,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",album,2002-03-19,False,Simple Plan,1,8059,1,False,1,9,0,0,3,2
Love Of A Woman,0.324,0.574,7,-5.647,1,0.0292,0.239,0.0,0.143,0.335,74.101,217533,4,90.28882,8,Down The Road I Go,album,2000-10-01,False,Travis Tritt,0,8593,1,False,4,5,2,1,1,0
Shake It Off,0.777,0.493,2,-6.516,1,0.126,0.181,0.0,0.108,0.82,134.086,232840,4,42.8108,11,The Emancipation of Mimi,album,2005-04-12,False,Mariah Carey,1,6939,1,False,3,4,0,0,0,0
Constitutional Masturbation,0.377,0.981,6,-5.133,0,0.128,1.72e-05,0.821,0.114,0.0573,113.156,215827,3,77.21189,9,Ruination,album,2009-07-07,False,Job For A Cowboy,0,5392,1,False,2,1,0,0,0,0
Monica,0.736,0.573,10,-7.404,0,0.0728,0.0374,0.0,0.0833,0.702,87.992,244800,4,59.72318,8,Daydreamin',album,2000-07-11,False,Before Dark,0,8675,1,False,1,1,0,0,0,0
Who We Be,0.723,0.833,7,-4.879,1,0.15,0.123,0.0,0.272,0.616,82.741,287867,4,24.02537,12,The Great Depression,album,2001-01-01,False,DMX,1,8501,1,False,3,3,0,0,0,0
Crazy For This Girl,0.457,0.926,0,-5.461,1,0.038,0.000487,5.69e-05,0.0949,0.41,93.964,202027,4,30.81397,9,evan and jaron,album,2000-08-29,False,Evan And Jaron,1,8626,1,False,4,3,2,1,0,0
Don't Stop Believin',0.473,0.604,7,-4.034,1,0.0337,0.038,0.0,0.103,0.271,123.857,232000,4,32.48745,12,"Glee: The Music, Volume 1",album,2009-11-02,False,Glee Cast,1,5274,1,False,3,5,2,1,3,2
Lovin' All Night,0.493,0.781,4,-8.663,0,0.0487,0.22,2.29e-06,0.122,0.729,171.982,217267,4,43.01747,11,16 Biggest Hits,compilation,2007-01-01,False,Patty Loveless,0,6310,1,False,3,3,1,1,2,1
Concrete Angel,0.622,0.392,1,-9.737,1,0.0253,0.498,0.0,0.146,0.274,77.991,253000,4,23.81293,10,Greatest Hits,compilation,2001-09-17,False,Martina McBride,1,8242,1,False,2,2,1,0,2,2
I Melt,0.573,0.662,9,-4.461,1,0.0265,0.209,3.92e-05,0.323,0.256,140.046,234253,4,42.53444,11,Melt,album,2002-01-01,False,Rascal Flatts,0,8136,1,False,2,1,0,0,0,0
The Departure,0.0766,0.257,2,-14.082,0,0.0332,0.867,0.926,0.269,0.0418,177.979,229160,3,74.81022,11,Film Music 1980 - 2001,album,2001-01-01,False,Michael Nyman,0,8501,1,False,2,5,0,0,1,1
I'm So Paid,0.471,0.865,6,-4.179,1,0.325,0.118,0.0,0.0994,0.516,92.037,263640,4,36.6429,13,Freedom,album,2008-01-01,False,Akon&&Lil Wayne&&Jeezy,0,5945,3,True,3,1,0,0,0,0
Wasted,0.702,0.727,5,-3.443,1,0.155,0.0827,0.0,0.0831,0.549,155.093,249840,4,25.2029,16,The State vs. Radric Davis (Deluxe),album,2009-12-04,False,Gucci Mane&&Plies,1,5242,2,True,1,6,0,0,1,1
You Know I'm No Good,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,256947,4,37.81784,13,Back To Black,album,2006-10-27,False,Amy Winehouse,1,6376,1,False,5,3,2,2,1,1
Carrion,0.228,0.969,6,-4.07,0,0.1,0.000275,0.0,0.0982,0.428,155.212,187960,4,23.59964,11,Horizons (Deluxe Edition),album,2007-10-09,False,Parkway Drive,1,6029,1,False,1,3,0,0,2,2
Hollywood's Not America,0.478,0.617,5,-6.162,1,0.0343,0.244,0.0,0.131,0.598,156.058,195067,4,66.78914,6,Aliens & Rainbows,album,2008-01-01,False,Ferras,0,5945,1,False,3,3,0,0,0,0
Aap Agar In Dinon Yahan Hote,0.511,0.512,11,-8.245,1,0.0433,0.621,0.00656,0.0971,0.769,179.889,337480,4,31.31699,17,Koi Baat Chale,album,2006-10-13,False,Jagjit Singh&&Gulzar,0,6390,2,True,6,3,0,0,0,0
Holding Out For A Hero,0.472,0.824,5,-5.2,0,0.0399,0.0296,1.4e-05,0.0945,0.16,138.069,256107,4,36.06863,13,Punk Goes 80's,album,2005-06-07,False,Emery,0,6883,1,False,5,3,0,0,0,2
Video Killed the Radio Star - Radio Edit,0.615,0.827,1,-4.305,1,0.0967,0.0233,0.0,0.184,0.718,130.023,224105,4,31.00542,11,Video Killed the Radio Star (Dance Edition),single,2009-06-26,False,Andrew Spencer,0,5403,1,False,8,7,0,2,3,2
Loser,0.499,0.88,6,-6.424,0,0.0654,0.0108,2.76e-05,0.226,0.39,147.899,264800,4,55.42304,11,The Better Life,album,2000-01-01,False,3 Doors Down,1,8867,1,False,1,3,0,0,1,1
Sza-rock Rá,0.429,0.932,1,-3.963,1,0.107,8.42e-06,1.09e-05,0.116,0.233,159.938,211333,4,27.71794,10,A Túlélő,album,2004-11-15,False,Pokolgép,0,7087,1,False,2,2,1,1,0,0
Give It Up To Me,0.841,0.729,5,-6.311,0,0.0705,0.443,0.0,0.122,0.688,115.984,183573,4,42.50481,10,She Wolf (Expanded Edition),album,2009-01-01,False,Shakira&&Lil Wayne,1,5579,2,True,5,4,0,0,2,2
Show Me How To Live,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4,44.12262,13,Audioslave,album,2002-11-17,False,Audioslave,1,7816,1,False,5,1,1,1,0,0
Kiss Kiss,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,250667,3,26.72405,9,Exclusive (Expanded Edition),album,2007-11-06,False,Chris Brown&&T-Pain,1,6001,2,True,2,3,1,0,2,2
Self Termination,0.122,0.998,6,-4.968,1,0.122,1.24e-05,0.0819,0.294,0.0316,144.288,85240,4,60.56903,4,World Extermination,album,2009-08-18,False,Insect Warfare,0,5350,1,False,2,2,0,0,1,1
Baby Girl,0.447,0.739,1,-3.246,1,0.0334,0.212,0.0,0.0488,0.56,166.761,239693,4,32.00656,11,Baby Girl,single,2004-01-01,False,Sugarland,0,7406,1,False,2,2,2,2,2,1
Incinerate,0.446,0.866,8,-8.016,1,0.0342,0.0794,0.543,0.137,0.455,152.172,295813,4,30.01502,14,Rather Ripped,album,2006-01-01,False,Sonic Youth,1,6675,1,False,1,2,0,0,0,0
Hush Lil' Lady,0.79,0.672,0,-6.887,1,0.0482,0.0356,1.42e-05,0.148,0.619,137.48,224600,4,25.29257,10,I'm Just Corey,album,2002-01-01,False,Corey&&Lil Reema,0,8136,2,True,3,3,1,0,1,0
Lovers And Friends,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,260600,4,54.79338,12,Crunk Juice,album,2004-11-16,False,Lil Jon & The East Side Boyz&&USHER&&Ludacris,1,7086,3,True,3,2,0,0,0,0
Amazed,0.557,0.553,1,-7.954,1,0.0319,0.247,0.0,0.125,0.253,139.821,239987,4,33.29244,14,Playlist: The Very Best Of Lonestar,compilation,1995-01-01,False,Lonestar,1,10693,1,False,1,6,0,0,1,1
Not Right - Remastered,0.278,0.82,9,-3.869,1,0.0315,0.0128,0.292,0.0488,0.461,149.771,169667,4,31.52176,7,The Stooges (Deluxe Edition),album,2005-11-08,False,The Stooges,0,6729,1,False,4,4,1,1,2,2
Fallin' For You,0.644,0.834,4,-6.473,1,0.0275,0.156,0.0,0.112,0.593,117.043,215547,4,36.08279,12,Breakthrough (Deluxe Edition),album,2009-01-01,False,Colbie Caillat,1,5579,1,False,3,3,0,0,2,2
Untitled (How Does It Feel),0.838,0.304,4,-9.975,0,0.0628,0.16,0.0257,0.0828,0.221,112.618,430800,3,32.05569,18,Voodoo,album,2000-01-01,False,D'Angelo,1,8867,1,False,5,1,1,1,0,0
Time's Up!,0.781,0.821,11,-2.357,0,0.271,0.0902,0.0,0.0698,0.757,93.221,216133,4,26.76825,11,Kiss Of Death,album,2004-01-01,False,Jadakiss&&Nate Dogg,0,7406,2,True,2,3,1,1,0,1
Hot Smoke and Sassafras,0.38,0.916,2,-5.372,1,0.159,0.217,0.00112,0.115,0.614,164.271,157467,4,37.57591,9,Hot Smoke,album,2001-01-01,False,Bubble Puppy,0,8501,1,False,4,2,1,0,1,0
Total Desaster,0.481,0.999,2,-2.806,1,0.15,2.49e-06,0.893,0.369,0.337,93.52,206747,4,39.47237,7,Thrash Anthems,album,2007-01-01,False,Destruction,0,6310,1,False,2,2,0,0,0,2
Victoriae & Triumphi Dominus,0.351,0.474,6,-9.862,0,0.0287,0.00606,0.825,0.42,0.535,79.999,87800,4,34.51096,5,Battle Metal,album,2004-07-26,False,Turisas,0,7199,1,False,4,2,0,0,0,1
Smoke Rings In The Dark,0.534,0.596,2,-7.148,1,0.0279,0.277,0.000359,0.148,0.147,114.957,257646,4,72.72927,9,Smoke Rings In The Dark (Deluxe Edition),album,1999-10-19,False,Gary Allan,1,8941,1,False,5,7,0,0,3,2
Babylon,0.737,0.543,8,-10.403,1,0.0374,0.0598,0.01,0.103,0.256,112.016,265667,4,35.17653,10,White Ladder,album,1998-11-27,False,David Gray,0,9267,1,False,1,2,0,0,0,0
Ride,0.556,0.836,7,-3.931,1,0.042,0.109,0.0,0.274,0.559,116.978,232547,4,40.75309,8,Shine,album,2009-03-03,False,Martina McBride,0,5518,1,False,1,1,0,0,0,0
All the Earth,0.399,0.627,11,-6.833,1,0.0329,0.0135,0.0,0.462,0.374,157.911,365896,4,35.70846,20,The Best Worship Songs In The World,compilation,2007-01-01,False,Parachute Band,0,6310,1,False,3,7,0,0,3,4
District of Misery,0.599,0.988,6,-3.337,1,0.233,0.000202,0.478,0.0927,0.0541,124.993,194653,4,32.17259,11,Depths,album,2009-08-18,False,Oceano,0,5350,1,False,3,1,0,0,0,0
Stay Or Let It Go,0.639,0.57,5,-6.714,0,0.0382,0.0198,0.000565,0.215,0.458,79.993,279893,4,26.38782,11,Back At One,album,1999-09-21,False,Brian McKnight,0,8969,1,False,5,3,2,1,0,0
Jai Ho! (You Are My Destiny),0.657,0.941,8,-3.919,0,0.061,0.0476,0.0,0.0797,0.879,136.202,222400,4,21.90805,12,Jai Ho! (You Are My Destiny),single,2009-01-01,False,A.R. Rahman&&The Pussycat Dolls&&Nicole Scherzinger,1,5579,3,True,6,6,0,0,0,0
By The Way,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,216933,4,21.29431,10,By the Way (Deluxe Edition),album,2002-07-09,False,Red Hot Chili Peppers,1,7947,1,False,3,5,1,1,3,2
Do You,0.588,0.614,5,-5.857,0,0.0726,0.31,0.0,0.321,0.59,121.299,228267,5,25.86731,10,Because Of You,album,2007-01-01,False,Ne-Yo,1,6310,1,False,2,3,0,0,0,0
Treat Her Like A Lady,0.75,0.463,5,-6.99,0,0.0415,0.0581,0.0,0.0889,0.568,126.072,257773,4,29.16992,12,My Name Is Joe,album,2000-04-18,False,Joe,0,8759,1,False,5,4,2,1,0,0
Beautiful Soul,0.66,0.666,9,-4.342,1,0.0472,0.0759,0.0,0.0268,0.933,89.975,214227,4,23.73859,9,Beautiful Soul,album,2004-01-01,False,Jesse McCartney,1,7406,1,False,2,2,1,1,1,1
Apparition,0.586,0.818,0,-6.207,0,0.0404,0.211,0.0,0.0967,0.736,137.771,219133,4,34.74669,10,…And The Battle Begun,album,2006-08-08,False,Rx Bandits,0,6456,1,False,1,4,0,0,0,0
Doctor Doctor (Live),0.2,0.917,2,-5.912,0,0.3,0.123,0.00149,0.782,0.183,76.351,426200,4,30.84175,14,Legends of Rock (Live at Castle Donington),compilation,2002-09-24,False,Uli Jon Roth&&Jack Bruce&&Michael Schenker&&UFO,0,7870,4,True,3,7,1,1,2,2
Rum & Cola Cola,0.653,0.354,0,-11.588,1,0.0586,0.836,1.97e-05,0.118,0.868,149.416,248467,4,52.89488,11,Calypso @ Dirty Jim's,album,2004-01-01,False,Calypso Rose,0,7406,1,False,4,4,0,0,0,0
Thoia Thoing,0.582,0.642,1,-4.925,1,0.307,0.274,2.98e-05,0.0717,0.936,85.565,221267,4,32.58129,8,The R. In R&B Collection: Volume 1,compilation,2003-09-23,False,R. Kelly,0,7506,1,False,2,7,0,0,2,2
You Can't Always Get What You Want,0.234,0.745,7,-6.017,1,0.0524,0.175,0.0,0.295,0.41,93.825,207160,4,32.39622,10,"Glee: The Music, Volume 2",album,2009-12-08,False,Glee Cast,0,5238,1,False,7,5,1,0,3,2
Don't Happen Twice,0.499,0.708,7,-7.029,1,0.0301,0.00626,1.15e-05,0.0423,0.617,158.785,203067,4,18.23946,9,Greatest Hits,compilation,2000-09-25,False,Kenny Chesney,1,8599,1,False,3,2,1,1,2,2
Get Back,0.558,0.867,0,-3.722,1,0.116,0.00327,0.0,0.0426,0.72,76.018,200213,4,20.08995,9,Don't Forget,album,2008-01-01,False,Demi Lovato,0,5945,1,False,2,2,0,0,1,0
A Moment Like This,0.414,0.572,8,-3.918,1,0.0311,0.163,0.0,0.115,0.16,145.184,228280,4,62.08004,9,Thankful,album,2003-04-15,False,Kelly Clarkson,1,7667,1,False,4,1,1,1,0,0
In Flight,0.338,0.182,7,-18.91,0,0.0355,0.979,0.894,0.189,0.18,157.942,357493,3,35.65977,16,Windows: 25 Years of Windham Hill Piano,compilation,2001-05-01,False,Michael Harrison,0,8381,1,False,2,7,0,0,0,2
So Yesterday,0.552,0.802,0,-3.799,1,0.0615,0.215,0.0,0.275,0.776,78.208,215333,4,47.66415,6,Metamorphosis,album,2003-01-01,False,Hilary Duff,1,7771,1,False,2,1,0,0,0,0
Free And Easy (Down The Road I Go),0.557,0.825,6,-4.657,1,0.0283,0.00525,0.00164,0.177,0.841,120.015,201120,4,17.1187,12,Greatest Hits / Every Mile A Memory 2003 - 2008,compilation,2008-01-01,False,Dierks Bentley,1,5945,1,False,8,10,0,0,2,2
Take Me On The Floor,0.61,0.9,11,-2.304,0,0.0453,0.00345,7.86e-06,0.272,0.621,139.969,210480,4,18.03228,9,Hook Me Up,album,2007-10-30,False,The Veronicas,0,6008,1,False,5,3,0,0,0,0
Chicken Noodle Soup.,0.648,0.69,7,-6.389,1,0.344,0.0835,0.0,0.564,0.644,94.84,223120,4,28.25621,13,Webstar Presents: Caught In The WEB,album,2006-01-01,False,Webstar&&Young B&&AG aka The Voice of Harlem,0,6675,3,True,3,6,0,0,1,0
Thank You For Loving Me,0.385,0.342,2,-7.749,1,0.0285,0.416,0.0,0.119,0.131,132.864,308933,4,29.45207,15,Crush,album,2000-01-01,False,Bon Jovi,1,8867,1,False,5,1,0,0,0,0
Hate To Say I Told You So,0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.378,135.767,199760,4,35.39991,9,Veni Vidi Vicious,album,2000-01-01,False,The Hives,1,8867,1,False,7,3,1,0,0,0
Blame It,0.673,0.614,7,-5.426,1,0.103,0.0782,0.0,0.139,0.362,176.052,289747,4,50.20855,14,Intuition,album,2008-12-11,False,Jamie Foxx&&T-Pain,1,5600,2,True,2,1,0,0,0,0
Jericho Rock,0.842,0.343,7,-12.774,0,0.174,0.0266,0.0214,0.112,0.4,143.966,257280,4,40.9704,11,Kaboom,album,2008-07-11,False,Berlin Boom Orchestra,0,5753,1,False,2,1,1,1,0,0
Anthems For A Seventeen Year-Old Girl,0.466,0.446,4,-9.415,1,0.0322,0.229,0.0168,0.125,0.403,80.154,275693,4,54.03246,8,You Forgot It In People,album,2003-03-11,False,Broken Social Scene,1,7702,1,False,6,5,1,2,0,0
Save Room,0.69,0.572,7,-6.131,1,0.0264,0.0457,0.0,0.0969,0.375,111.919,235667,4,32.95114,11,Once Again,album,2006-10-24,False,John Legend,1,6379,1,False,2,2,0,0,0,0
"Can't Stop, Won't Stop",0.855,0.788,6,-3.041,0,0.219,0.00709,0.0,0.358,0.809,99.992,262800,4,50.23889,12,Tough Luv,album,2004-02-24,False,Young Gunz&&Chingy,0,7352,2,True,4,2,2,0,0,0
You Won't Be Lonely Now,0.369,0.528,1,-6.648,1,0.0285,0.307,0.0,0.229,0.336,153.898,232507,3,25.53503,13,Southern Rain,album,2000-10-16,False,Billy Ray Cyrus,0,8578,1,False,5,2,2,0,0,0
No Boundaries,0.516,0.863,6,-2.957,1,0.0358,0.014,0.0,0.0923,0.268,141.963,227800,4,31.32222,12,No Boundaries,single,2009-05-21,False,Adam Lambert,0,5439,1,False,2,2,0,0,0,0
Raised On Rock,0.193,0.981,9,-3.383,1,0.12,0.411,0.00172,0.0721,0.128,142.771,209333,4,30.85056,9,F.O.A.D,album,2007-09-17,False,Darkthrone,0,6051,1,False,3,1,1,1,0,0
How We Do,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,4,23.35783,12,The Documentary,album,2005-01-01,False,The Game&&50 Cent,1,7040,2,True,3,2,0,0,0,0
What If,0.745,0.451,11,-6.314,0,0.112,0.212,0.0,0.0975,0.481,143.908,246178,4,36.53297,10,Face 2 Face,album,2001-09-11,False,Babyface,0,8248,1,False,2,3,0,0,0,0
M' Bife,0.731,0.591,7,-7.232,1,0.0255,0.815,0.00999,0.208,0.415,108.998,131133,4,44.16959,9,Dimanche à Bamako,album,2005-01-01,False,Amadou & Mariam,1,7040,1,False,2,3,0,0,0,0
Three Wooden Crosses,0.523,0.501,1,-9.276,1,0.0366,0.459,0.0,0.0818,0.391,158.179,201267,4,37.75224,9,On the Other Hand - All the Number Ones,compilation,2015-04-21,False,Randy Travis,1,3278,1,False,3,9,0,0,0,0
If You Love Me,0.442,0.585,6,-6.012,1,0.0305,0.606,5.85e-05,0.185,0.233,118.736,385720,4,60.48282,16,Life's Aquarium,album,1999-10-22,False,Mint Condition,0,8938,1,False,4,2,1,1,1,1
Nalguita,0.825,0.804,2,-6.631,1,0.0516,0.0142,0.0497,0.107,0.693,115.003,254160,4,51.76383,10,Tasty + B Sides,album,2006-01-01,False,Plastilina Mosh,1,6675,1,False,1,4,0,0,0,0
Tumse Milke Dil Ka (Mix)[Remix By Jatin Sharma],0.786,0.885,7,-6.885,1,0.0558,0.134,1.51e-06,0.234,0.85,110.019,296983,4,28.06561,12,Check That ! Ultimate Bollywood Remix,compilation,2004-08-07,False,Sonu Nigam&&Aftab Sabri&&Hashim Sabri,0,7187,3,True,8,6,0,2,1,0
Hear Them,0.489,0.992,7,-3.172,1,0.091,0.000272,0.0,0.398,0.154,97.494,242546,4,67.83231,7,Rock 'N' Roll Devil,album,2008-09-09,False,Helltrain,0,5693,1,False,2,4,0,0,1,2
Face The Facts,0.426,0.982,6,-4.717,0,0.0577,3.28e-05,0.866,0.0589,0.59,106.411,100728,4,44.65212,5,Before The Quarrel,album,2000-01-01,False,Cro-Mags,0,8867,1,False,3,3,0,0,0,0
Rational Gaze,0.528,0.976,1,-5.157,1,0.0922,4.59e-05,0.0828,0.0944,0.243,133.01,304493,1,44.54685,11,Nothing,album,2002-09-16,False,Meshuggah,1,7878,1,False,2,1,0,0,0,0
Ordinary Day,0.371,0.666,0,-3.336,1,0.0301,0.244,0.0,0.151,0.449,185.476,238440,3,30.93041,12,Be Not Nobody,album,2002-04-30,False,Vanessa Carlton,1,8017,1,False,2,3,1,1,0,0
Bad Day,0.291,0.735,9,-4.767,1,0.0415,0.000374,4.53e-06,0.0808,0.19,175.978,195467,4,25.79189,10,Something Like Human,album,2000-09-19,False,Fuel,1,8605,1,False,2,3,2,1,1,0
New Soul,0.769,0.371,0,-8.522,1,0.0326,0.733,3.73e-05,0.106,0.653,100.001,225107,4,47.56407,8,Yael Naïm,album,2007-10-22,False,Yael Naim,1,6016,1,False,2,2,1,2,0,0
Mera Dil Badal De,0.533,0.254,3,-10.747,1,0.0418,0.9,2.98e-05,0.116,0.411,75.922,384501,4,19.59132,19,Badi Uz Zaman - Islamic Nasheeds,album,2009-01-01,False,Junaid Jamshed,1,5579,1,False,4,6,0,0,0,0
